No.,User Name,Time,Device Name,Card Number,Event Type,
92, samir	, 2024-12-31 10:46:20, Access Actuator2_FM1	, *****8634, Valid card swiping
93, 	, 2024-12-31 10:46:20, Access Actuator2_FM1	, , Door opened normally
94, samir	, 2024-12-31 13:04:38, Access Actuator2_FM1	, *****8634, Valid card swiping
95, 	, 2024-12-31 13:04:38, Access Actuator2_FM1	, , Door opened normally
96, test03	, 2025-01-02 06:46:46, Access Actuator2_FM1	, *****1326, Valid card swiping
97, 	, 2025-01-02 06:46:46, Access Actuator2_FM1	, , Door opened normally
98, 	, 2025-01-02 06:47:51, Access Actuator2_FM1	, , Door opened by button
99, test03	, 2025-01-03 23:50:13, Access Actuator2_FM1	, *****1326, Valid card swiping
100, 	, 2025-01-03 23:50:13, Access Actuator2_FM1	, , Door opened normally
101, 	, 2025-01-03 23:51:09, Access Actuator2_FM1	, , Door opened by button
102, test06	, 2025-01-05 09:24:38, Access Actuator2_FM1	, *****0419, Valid card swiping
103, 	, 2025-01-05 09:24:38, Access Actuator2_FM1	, , Door opened normally
104, test03	, 2025-01-06 06:34:31, Access Actuator2_FM1	, *****1326, Valid card swiping
105, 	, 2025-01-06 06:34:31, Access Actuator2_FM1	, , Door opened normally
106, 	, 2025-01-06 06:35:31, Access Actuator2_FM1	, , Door opened by button
107, samir	, 2025-01-06 12:20:40, Access Actuator2_FM1	, *****8634, Valid card swiping
108, 	, 2025-01-06 12:20:40, Access Actuator2_FM1	, , Door opened normally
109, 	, 2025-01-06 12:22:08, Access Actuator2_FM1	, , Door opened by button
110, test03	, 2025-01-06 16:54:32, Access Actuator2_FM1	, *****1326, Valid card swiping
111, 	, 2025-01-06 16:54:32, Access Actuator2_FM1	, , Door opened normally
112, 	, 2025-01-06 16:55:28, Access Actuator2_FM1	, , Door opened by button
113, test06	, 2025-01-07 08:58:47, Access Actuator2_FM1	, *****0419, Valid card swiping
114, 	, 2025-01-07 08:58:47, Access Actuator2_FM1	, , Door opened normally
115, 	, 2025-01-07 09:00:51, Access Actuator2_FM1	, , Door opened by button
116, Operateur_02	, 2025-01-07 12:48:00, Access Actuator2_FM1	, *****6629, Valid card swiping
117, 	, 2025-01-07 12:48:00, Access Actuator2_FM1	, , Door opened normally
118, test03	, 2025-01-10 16:57:31, Access Actuator2_FM1	, *****1326, Valid card swiping
119, 	, 2025-01-10 16:57:31, Access Actuator2_FM1	, , Door opened normally
120, 	, 2025-01-10 16:58:34, Access Actuator2_FM1	, , Door opened by button
121, test03	, 2025-01-13 06:43:03, Access Actuator1_FM1	, *****1326, Valid card swiping
122, 	, 2025-01-13 06:43:03, Access Actuator1_FM1	, , Door opened normally
123, 	, 2025-01-13 06:43:41, Access Actuator2_FM1	, , Door opened by button
124, 	, 2025-01-13 06:49:34, Access Actuator1_FM1	, , Door closed
125, 	, 2025-01-13 06:49:34, Access Actuator1_FM1	, , Door closed
126, Operateur_01	, 2025-01-13 09:08:30, Access Actuator1_FM1	, *****8627, Valid card swiping
127, 	, 2025-01-13 09:08:30, Access Actuator1_FM1	, , Door opened normally
128, 	, 2025-01-13 09:09:11, Access Actuator1_FM1	, , Door closed
129, samir	, 2025-01-13 09:36:24, Access Actuator2_FM1	, *****8634, Valid card swiping
130, 	, 2025-01-13 09:36:24, Access Actuator2_FM1	, , Door opened normally
131, samir	, 2025-01-13 11:53:03, Access Actuator2_FM1	, *****8634, Valid card swiping
132, 	, 2025-01-13 11:53:03, Access Actuator2_FM1	, , Door opened normally
133, samir	, 2025-01-13 15:53:07, Access Actuator2_FM1	, *****8634, Valid card swiping
134, 	, 2025-01-13 15:53:07, Access Actuator2_FM1	, , Door opened normally
135, test03	, 2025-01-13 19:22:36, Access Actuator2_FM1	, *****1326, Valid card swiping
136, 	, 2025-01-13 19:22:36, Access Actuator2_FM1	, , Door opened normally
137, test03	, 2025-01-13 19:25:49, Access Actuator2_FM1	, *****1326, Valid card swiping
138, 	, 2025-01-13 19:25:49, Access Actuator2_FM1	, , Door opened normally
139, test03	, 2025-01-14 06:26:43, Access Actuator2_FM1	, *****1326, Valid card swiping
140, 	, 2025-01-14 06:26:43, Access Actuator2_FM1	, , Door opened normally
141, 	, 2025-01-14 06:27:58, Access Actuator2_FM1	, , Door opened by button
142, test06	, 2025-01-14 08:43:39, Access Actuator2_FM1	, *****0419, Valid card swiping
143, 	, 2025-01-14 08:43:39, Access Actuator2_FM1	, , Door opened normally
144, 	, 2025-01-14 08:46:15, Access Actuator2_FM1	, , Door opened by button
145, samir	, 2025-01-15 09:46:59, Access Actuator2_FM1	, *****8634, Valid card swiping
146, 	, 2025-01-15 09:46:59, Access Actuator2_FM1	, , Door opened normally
147, Aouissa Hadjer	, 2025-01-15 12:57:51, Access Actuator1_FM1	, *****1688, Valid card swiping
148, 	, 2025-01-15 12:57:51, Access Actuator1_FM1	, , Door opened normally
149, 	, 2025-01-15 13:30:21, Access Actuator1_FM1	, , Door closed
150, test06	, 2025-01-16 08:06:13, Access Actuator2_FM1	, *****0419, Valid card swiping
151, 	, 2025-01-16 08:06:13, Access Actuator2_FM1	, , Door opened normally
152, 	, 2025-01-16 08:08:16, Access Actuator2_FM1	, , Door opened by button
153, test03	, 2025-01-18 06:39:57, Access Actuator1_FM1	, *****1326, Valid card swiping
154, 	, 2025-01-18 06:39:57, Access Actuator1_FM1	, , Door opened normally
155, 	, 2025-01-18 06:41:07, Access Actuator1_FM1	, , Door opened by button
156, test06	, 2025-01-19 08:44:38, Access Actuator2_FM1	, *****0419, Valid card swiping
157, 	, 2025-01-19 08:44:38, Access Actuator2_FM1	, , Door opened normally
158, 	, 2025-01-19 08:47:38, Access Actuator2_FM1	, , Door opened by button
159, 	, 2025-01-19 09:08:10, Access Actuator2_FM1	, , Door opened by button
160, 	, 2025-01-19 09:08:40, Access Actuator1_FM1	, , Door opened by button
161, 	, 2025-01-19 09:16:18, Access Actuator1_FM1	, , Door opened by button
162, test06	, 2025-01-19 09:40:57, Access Actuator2_FM1	, *****0419, Valid card swiping
163, 	, 2025-01-19 09:40:57, Access Actuator2_FM1	, , Door opened normally
164, samir	, 2025-01-19 11:18:45, Access Actuator2_FM1	, *****8634, Valid card swiping
165, 	, 2025-01-19 11:18:45, Access Actuator2_FM1	, , Door opened normally
166, samir	, 2025-01-21 13:21:21, Access Actuator1_FM1	, *****8634, Valid card swiping
167, 	, 2025-01-21 13:21:21, Access Actuator1_FM1	, , Door opened normally
168, 	, 2025-01-21 13:23:07, Access Actuator1_FM1	, , Door closed
169, 	, 2025-01-21 13:35:48, Access Actuator1_FM1	, , Door opened by button
170, 	, 2025-01-21 13:43:10, Access Actuator1_FM1	, , Door closed
171, test03	, 2025-01-21 13:44:30, Access Actuator1_FM1	, *****1326, Valid card swiping
172, 	, 2025-01-21 13:44:30, Access Actuator1_FM1	, , Door opened normally
173, 	, 2025-01-21 13:46:02, Access Actuator1_FM1	, , Door closed
174, test03	, 2025-01-21 15:45:33, Access Actuator1_FM1	, *****1326, Valid card swiping
175, 	, 2025-01-21 15:45:33, Access Actuator1_FM1	, , Door opened normally
176, test03	, 2025-01-22 17:13:56, Access Actuator2_FM1	, *****1326, Valid card swiping
177, 	, 2025-01-22 17:13:56, Access Actuator2_FM1	, , Door opened normally
178, 	, 2025-01-22 17:15:04, Access Actuator2_FM1	, , Door opened by button
179, Operateur_02	, 2025-01-23 09:27:13, Access Actuator1_FM1	, *****6629, Valid card swiping
180, 	, 2025-01-23 09:27:13, Access Actuator1_FM1	, , Door opened normally
181, 	, 2025-01-23 09:30:06, Access Actuator1_FM1	, , Door closed
182, Operateur_02	, 2025-01-23 09:35:12, Access Actuator1_FM1	, *****6629, Valid card swiping
183, 	, 2025-01-23 09:35:12, Access Actuator1_FM1	, , Door opened normally
184, 	, 2025-01-23 09:39:47, Access Actuator1_FM1	, , Door closed
185, test03	, 2025-01-23 14:02:37, Access Actuator1_FM1	, *****1326, Valid card swiping
186, 	, 2025-01-23 14:02:37, Access Actuator1_FM1	, , Door opened normally
187, Operateur_02	, 2025-01-24 17:27:21, Access Actuator1_FM1	, *****6629, Valid card swiping
188, 	, 2025-01-24 17:27:21, Access Actuator1_FM1	, , Door opened normally
189, 	, 2025-01-24 17:28:54, Access Actuator2_FM1	, , Door opened by button
190, 	, 2025-01-24 17:33:40, Access Actuator1_FM1	, , Door opened by button
191, Operateur_02	, 2025-01-24 17:40:43, Access Actuator2_FM1	, *****6629, Valid card swiping
192, 	, 2025-01-24 17:40:43, Access Actuator2_FM1	, , Door opened normally
193, 	, 2025-01-24 17:41:17, Access Actuator1_FM1	, , Door opened by button
194, 	, 2025-01-24 17:41:18, Access Actuator1_FM1	, , Door opened by button
195, 	, 2025-01-24 17:44:51, Access Actuator1_FM1	, , Door opened by button
196, 	, 2025-01-24 17:44:57, Access Actuator1_FM1	, , Door opened by button
197, 	, 2025-01-24 17:45:48, Access Actuator1_FM1	, , Door closed
198, Operateur_02	, 2025-01-24 19:13:09, Access Actuator1_FM1	, *****6629, Valid card swiping
199, 	, 2025-01-24 19:13:09, Access Actuator1_FM1	, , Door opened normally
200, test03	, 2025-01-26 06:44:34, Access Actuator2_FM1	, *****1326, Valid card swiping
201, 	, 2025-01-26 06:44:34, Access Actuator2_FM1	, , Door opened normally
202, 	, 2025-01-26 06:45:34, Access Actuator2_FM1	, , Door opened by button
203, test06	, 2025-01-26 08:40:35, Access Actuator2_FM1	, *****0419, Valid card swiping
204, 	, 2025-01-26 08:40:35, Access Actuator2_FM1	, , Door opened normally
205, 	, 2025-01-26 08:40:53, Access Actuator2_FM1	, , Door opened by button
206, 	, 2025-01-26 09:10:23, Access Actuator2_FM1	, , Door opened by button
207, 	, 2025-01-26 09:10:44, Access Actuator1_FM1	, , Door opened by button
208, samir	, 2025-01-26 10:27:24, Access Actuator2_FM1	, *****8634, Valid card swiping
209, 	, 2025-01-26 10:27:24, Access Actuator2_FM1	, , Door opened normally
210, samir	, 2025-01-26 10:45:37, Access Actuator2_FM1	, *****8634, Valid card swiping
211, 	, 2025-01-26 10:45:37, Access Actuator2_FM1	, , Door opened normally
212, test03	, 2025-01-30 06:39:51, Access Actuator2_FM1	, *****1326, Valid card swiping
213, 	, 2025-01-30 06:39:51, Access Actuator2_FM1	, , Door opened normally
214, 	, 2025-01-30 06:40:54, Access Actuator2_FM1	, , Door opened by button
215, test03	, 2025-02-02 14:53:16, Access Actuator1_FM1	, *****1326, Valid card swiping
216, 	, 2025-02-02 14:53:16, Access Actuator1_FM1	, , Door opened normally
217, test03	, 2025-02-03 06:50:46, Access Actuator2_FM1	, *****1326, Valid card swiping
218, 	, 2025-02-03 06:50:46, Access Actuator2_FM1	, , Door opened normally
219, 	, 2025-02-03 06:51:57, Access Actuator2_FM1	, , Door opened by button
220, test04	, 2025-02-03 07:50:03, Access Actuator1_FM1	, *****3718, Valid card swiping
221, 	, 2025-02-03 07:50:03, Access Actuator1_FM1	, , Door opened normally
222, 	, 2025-02-03 07:52:10, Access Actuator2_FM1	, , Door opened by button
223, 	, 2025-02-03 08:09:35, Access Actuator1_FM1	, , Door closed
224, samir	, 2025-02-03 09:38:02, Access Actuator2_FM1	, *****8634, Valid card swiping
225, 	, 2025-02-03 09:38:02, Access Actuator2_FM1	, , Door opened normally
226, test04	, 2025-02-03 13:41:10, Access Actuator1_FM1	, *****3718, Valid card swiping
227, 	, 2025-02-03 13:41:10, Access Actuator1_FM1	, , Door opened normally
228, 	, 2025-02-03 13:41:41, Access Actuator2_FM1	, , Door opened by button
229, 	, 2025-02-03 14:12:18, Access Actuator1_FM1	, , Door closed
230, test03	, 2025-02-03 17:11:01, Access Actuator2_FM1	, *****1326, Valid card swiping
231, 	, 2025-02-03 17:11:01, Access Actuator2_FM1	, , Door opened normally
232, 	, 2025-02-03 17:12:47, Access Actuator1_FM1	, , Door opened by button
233, test04	, 2025-02-04 08:15:44, Access Actuator1_FM1	, *****3718, Valid card swiping
234, 	, 2025-02-04 08:15:44, Access Actuator1_FM1	, , Door opened normally
235, 	, 2025-02-04 08:16:59, Access Actuator2_FM1	, , Door opened by button
236, 	, 2025-02-04 08:41:10, Access Actuator1_FM1	, , Door closed
237, test06	, 2025-02-04 09:12:11, Access Actuator2_FM1	, *****0419, Valid card swiping
238, 	, 2025-02-04 09:12:11, Access Actuator2_FM1	, , Door opened normally
239, test06	, 2025-02-04 10:02:43, Access Actuator1_FM1	, *****0419, Valid card swiping
240, 	, 2025-02-04 10:02:43, Access Actuator1_FM1	, , Door opened normally
241, test06	, 2025-02-04 10:07:43, Access Actuator1_FM1	, *****0419, Valid card swiping
242, 	, 2025-02-04 10:07:43, Access Actuator1_FM1	, , Door opened normally
243, 	, 2025-02-04 10:08:48, Access Actuator1_FM1	, , Door closed
244, test03	, 2025-02-05 05:19:35, Access Actuator1_FM1	, *****1326, Valid card swiping
245, 	, 2025-02-05 05:19:35, Access Actuator1_FM1	, , Door opened normally
246, 	, 2025-02-05 05:20:47, Access Actuator1_FM1	, , Door opened by button
247, test04	, 2025-02-05 10:16:30, Access Actuator1_FM1	, *****3718, Valid card swiping
248, 	, 2025-02-05 10:16:30, Access Actuator1_FM1	, , Door opened normally
249, 	, 2025-02-05 10:23:33, Access Actuator2_FM1	, , Door opened by button
250, 	, 2025-02-05 10:30:46, Access Actuator1_FM1	, , Door closed
251, test04	, 2025-02-05 14:45:44, Access Actuator1_FM1	, *****3718, Valid card swiping
252, 	, 2025-02-05 14:45:44, Access Actuator1_FM1	, , Door opened normally
253, 	, 2025-02-05 14:53:09, Access Actuator1_FM1	, , Door closed
254, Operateur_02	, 2025-02-06 05:28:00, Access Actuator1_FM1	, *****6629, Valid card swiping
255, 	, 2025-02-06 05:28:00, Access Actuator1_FM1	, , Door opened normally
256, 	, 2025-02-06 05:29:30, Access Actuator1_FM1	, , Door closed
257, test03	, 2025-02-07 06:35:15, Access Actuator2_FM1	, *****1326, Valid card swiping
258, 	, 2025-02-07 06:35:15, Access Actuator2_FM1	, , Door opened normally
259, 	, 2025-02-07 06:36:15, Access Actuator2_FM1	, , Door opened by button
260, test03	, 2025-02-09 09:06:05, Access Actuator2_FM1	, *****1326, Valid card swiping
261, 	, 2025-02-09 09:06:05, Access Actuator2_FM1	, , Door opened normally
262, test03	, 2025-02-09 09:10:15, Access Actuator1_FM1	, *****1326, Valid card swiping
263, 	, 2025-02-09 09:10:15, Access Actuator1_FM1	, , Door opened normally
264, 	, 2025-02-09 09:10:59, Access Actuator1_FM1	, , Door closed
265, test03	, 2025-02-09 09:15:50, Access Actuator2_FM1	, *****1326, Valid card swiping
266, 	, 2025-02-09 09:15:50, Access Actuator2_FM1	, , Door opened normally
267, test03	, 2025-02-09 09:15:51, Access Actuator2_FM1	, *****1326, Valid card swiping
268, 	, 2025-02-09 09:15:51, Access Actuator2_FM1	, , Door opened normally
269, test03	, 2025-02-09 10:47:30, Access Actuator2_FM1	, *****1326, Valid card swiping
270, 	, 2025-02-09 10:47:30, Access Actuator2_FM1	, , Door opened normally
271, test03	, 2025-02-11 06:43:50, Access Actuator2_FM1	, *****1326, Valid card swiping
272, 	, 2025-02-11 06:43:50, Access Actuator2_FM1	, , Door opened normally
273, 	, 2025-02-11 06:44:57, Access Actuator2_FM1	, , Door opened by button
274, Aouissa Hadjer	, 2025-02-11 09:56:50, Access Actuator1_FM1	, *****1688, Valid card swiping
275, 	, 2025-02-11 09:56:50, Access Actuator1_FM1	, , Door opened normally
276, 	, 2025-02-11 10:03:05, Access Actuator1_FM1	, , Door closed
277, test03	, 2025-02-11 10:22:12, Access Actuator1_FM1	, *****1326, Valid card swiping
278, 	, 2025-02-11 10:22:12, Access Actuator1_FM1	, , Door opened normally
279, Aouissa Hadjer	, 2025-02-11 10:25:03, Access Actuator1_FM1	, *****1688, Valid card swiping
280, 	, 2025-02-11 10:25:03, Access Actuator1_FM1	, , Door opened normally
281, 	, 2025-02-11 10:25:47, Access Actuator1_FM1	, , Door closed
282, Aouissa Hadjer	, 2025-02-11 10:39:56, Access Actuator1_FM1	, *****1688, Valid card swiping
283, 	, 2025-02-11 10:39:56, Access Actuator1_FM1	, , Door opened normally
284, 	, 2025-02-11 11:11:07, Access Actuator1_FM1	, , Door closed
285, test03	, 2025-02-11 16:51:40, Access Actuator1_FM1	, *****1326, Valid card swiping
286, 	, 2025-02-11 16:51:40, Access Actuator1_FM1	, , Door opened normally
287, 	, 2025-02-11 16:52:36, Access Actuator1_FM1	, , Door opened by button
288, test03	, 2025-02-12 08:55:01, Access Actuator2_FM1	, *****1326, Valid card swiping
289, 	, 2025-02-12 08:55:01, Access Actuator2_FM1	, , Door opened normally
290, test03	, 2025-02-15 06:45:23, Access Actuator2_FM1	, *****1326, Valid card swiping
291, 	, 2025-02-15 06:45:23, Access Actuator2_FM1	, , Door opened normally
292, 	, 2025-02-15 06:46:36, Access Actuator2_FM1	, , Door opened by button
293, test03	, 2025-02-15 17:11:01, Access Actuator1_FM1	, *****1326, Valid card swiping
294, 	, 2025-02-15 17:11:01, Access Actuator1_FM1	, , Door opened normally
295, 	, 2025-02-15 17:12:04, Access Actuator1_FM1	, , Door opened by button
296, test03	, 2025-02-16 08:46:52, Access Actuator2_FM1	, *****1326, Valid card swiping
297, 	, 2025-02-16 08:46:52, Access Actuator2_FM1	, , Door opened normally
298, samir	, 2025-02-16 09:00:30, Access Actuator2_FM1	, *****8634, Valid card swiping
299, 	, 2025-02-16 09:00:30, Access Actuator2_FM1	, , Door opened normally
300, test03	, 2025-02-17 00:06:10, Access Actuator2_FM1	, *****1326, Valid card swiping
301, 	, 2025-02-17 00:06:10, Access Actuator2_FM1	, , Door opened normally
302, 	, 2025-02-17 00:07:33, Access Actuator2_FM1	, , Door opened by button
303, samir	, 2025-02-17 10:02:48, Access Actuator2_FM1	, *****8634, Valid card swiping
304, 	, 2025-02-17 10:02:48, Access Actuator2_FM1	, , Door opened normally
305, Operateur_01	, 2025-02-18 08:56:23, Access Actuator1_FM1	, *****8627, Valid card swiping
306, 	, 2025-02-18 08:56:23, Access Actuator1_FM1	, , Door opened normally
307, 	, 2025-02-18 08:57:36, Access Actuator1_FM1	, , Door closed
308, test03	, 2025-02-18 09:28:15, Access Actuator2_FM1	, *****1326, Valid card swiping
309, 	, 2025-02-18 09:28:15, Access Actuator2_FM1	, , Door opened normally
310, test03	, 2025-02-19 06:34:36, Access Actuator2_FM1	, *****1326, Valid card swiping
311, 	, 2025-02-19 06:34:36, Access Actuator2_FM1	, , Door opened normally
312, 	, 2025-02-19 06:35:40, Access Actuator2_FM1	, , Door opened by button
313, test03	, 2025-02-19 08:49:55, Access Actuator2_FM1	, *****1326, Valid card swiping
314, 	, 2025-02-19 08:49:55, Access Actuator2_FM1	, , Door opened normally
315, samir	, 2025-02-19 10:59:15, Access Actuator2_FM1	, *****8634, Valid card swiping
316, 	, 2025-02-19 10:59:15, Access Actuator2_FM1	, , Door opened normally
317, test03	, 2025-02-21 00:22:56, Access Actuator2_FM1	, *****1326, Valid card swiping
318, 	, 2025-02-21 00:22:56, Access Actuator2_FM1	, , Door opened normally
319, 	, 2025-02-21 00:23:59, Access Actuator2_FM1	, , Door opened by button
320, test03	, 2025-02-23 06:32:27, Access Actuator2_FM1	, *****1326, Valid card swiping
321, 	, 2025-02-23 06:32:27, Access Actuator2_FM1	, , Door opened normally
322, 	, 2025-02-23 06:33:50, Access Actuator2_FM1	, , Door opened by button
323, test03	, 2025-02-23 08:51:27, Access Actuator2_FM1	, *****1326, Valid card swiping
324, 	, 2025-02-23 08:51:27, Access Actuator2_FM1	, , Door opened normally
325, test03	, 2025-02-23 16:57:48, Access Actuator2_FM1	, *****1326, Valid card swiping
326, 	, 2025-02-23 16:57:48, Access Actuator2_FM1	, , Door opened normally
327, test03	, 2025-02-23 16:57:53, Access Actuator2_FM1	, *****1326, Valid card swiping
328, 	, 2025-02-23 16:57:53, Access Actuator2_FM1	, , Door opened normally
329, 	, 2025-02-23 16:59:02, Access Actuator2_FM1	, , Door opened by button
